Word_ID,Word,Reading,Meaning_EN,Concept_ID,Concept_Label,Concept_Members,Web_Rank,Web_Percentile,Dialogue_Count,Dialogue_Score,Dialogue_Evidence,Context_Families,Context_Dispersion,Register_Dispersion,Composite_Score,Composite_Rank,Composite_Percentile,Composite_JLPT
V00148,映画,えいが,movie,lexeme.V00148,movie,映画,148,1.47,1742,64.76,direct,Ocio y vida diaria|Trabajo y carrera|Familia y amigos,42.66,60.64,59.5385,189,1.96,N5
V00149,先生,せんせい,teacher,lexeme.V00149,teacher,先生,149,1.48,3297,70.29,direct,Trabajo y carrera|Conocimiento y consultas|Familia y amigos|Ocio y vida diaria,78.04,63.16,65.9359,79,0.81,N5
V00150,生活,せいかつ,living,lexeme.V00150,living,生活,150,1.49,2051,66.17,direct,Dinero y proyectos|Ocio y vida diaria,50.0,61.26,60.978,159,1.65,N5
V00151,にる,にる,Niru,lexeme.V00151,Niru,にる,151,1.5,0,48.2,web_prior,,50.0,52.27,51.5391,550,5.72,N5
V00152,金,きむ,gold,lexeme.V00152,gold,金,152,1.51,7634,77.57,direct,,50.0,66.3,66.8545,67,0.69,N5
V00153,時代,じだい,period,lexeme.V00153,period,時代,153,1.52,1330,62.42,direct,Conocimiento y consultas,50.0,59.4,58.954,208,2.16,N5
V00154,政府,せいふ,government,lexeme.V00154,government,政府,154,1.53,0,48.04,web_prior,Familia y amigos|Conocimiento y consultas,50.0,52.11,51.3898,560,5.82,N5
V00155,非常,ひじょう,emergency,lexeme.V00155,emergency,非常,155,1.54,1596,64.0,direct,Ocio y vida diaria,50.0,60.13,59.7706,180,1.86,N5
V00156,得る,える,obtain,lexeme.V00156,obtain,得る,156,1.55,0,47.99,web_prior,Trabajo y carrera,50.0,52.05,51.3432,564,5.86,N5
V00157,御,お,O,lexeme.V00157,O,御,157,1.56,0,47.96,web_prior,,50.0,52.02,51.3116,567,5.9,N5
V00158,店,みせ,shop,lexeme.V00158,shop,店,158,1.57,2252,66.98,direct,Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera|Dinero y proyectos,84.58,61.45,64.7274,94,0.97,N5
V00159,まだ,まだ,still,lexeme.V00159,still,まだ,159,1.58,0,47.84,web_prior,Trabajo y carrera|Conocimiento y consultas|Familia y amigos|Ocio y vida diaria|Dinero y proyectos,90.47,51.89,55.2406,335,3.48,N5
V00160,において,において,In,lexeme.V00160,In,において,160,1.59,0,47.81,web_prior,Ocio y vida diaria,50.0,51.85,51.1645,578,6.01,N5
V00161,内容,ないよう,subject,lexeme.V00161,subject,内容,161,1.6,524,54.34,direct,Ocio y vida diaria|Trabajo y carrera,41.76,55.28,53.7911,397,4.12,N5
V00162,一つ,ひとつ,one,form.c67dba81be73,one,一つ|ひとつ,162,1.61,19,25.99,direct,Ocio y vida diaria,50.0,39.56,40.6892,1840,19.16,N4
V00163,心,こころ,heart,form.7f1c932e3dfa,heart,心|こころ,163,1.62,0,48.1,web_prior,Conocimiento y consultas,50.0,52.17,51.4489,555,5.77,N5
V00164,説明,せつめい,explanation,lexeme.V00164,explanation,説明,164,1.63,2989,69.44,direct,Trabajo y carrera|Conocimiento y consultas|Ocio y vida diaria,75.88,62.37,64.9952,92,0.95,N5
V00165,写真,しゃしん,photograph,lexeme.V00165,photograph,写真,165,1.64,3001,69.47,direct,Conocimiento y consultas|Ocio y vida diaria|Dinero y proyectos,58.67,62.32,63.2485,113,1.17,N5
V00166,ただ,ただ,just,lexeme.V00166,just,ただ,166,1.65,0,47.46,web_prior,Ocio y vida diaria,50.0,51.48,50.8313,601,6.25,N5
V00167,サイト,サイト,site,lexeme.V00167,site,サイト,167,1.66,0,47.41,web_prior,Conocimiento y consultas,50.0,51.42,50.7818,605,6.29,N5
V00168,教育,きょういく,training,lexeme.V00168,training,教育,168,1.67,409,52.2,direct,Ocio y vida diaria|Conocimiento y consultas,50.0,53.96,53.3146,420,4.36,N5
V00169,女性,じょせい,woman,lexeme.V00169,woman,女性,169,1.68,4380,72.75,direct,Ocio y vida diaria,50.0,63.7,64.0229,100,1.03,N5
V00170,子供,こども,child,family.child,hijo / nino,子供|子|子ども,170,1.69,15895,83.94,direct,Conocimiento y consultas|Familia y amigos|Ocio y vida diaria|Dinero y proyectos,80.15,73.22,75.9327,19,0.19,N5
V00171,方法,ほうほう,method,lexeme.V00171,method,方法,171,1.7,0,47.35,web_prior,Dinero y proyectos|Conocimiento y consultas|Trabajo y carrera,75.88,51.36,53.3117,421,4.38,N5
V00172,大きい,おおきい,big,lexeme.V00172,big,大きい,172,1.71,0,47.24,web_prior,Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera,69.16,51.24,52.5366,471,4.9,N5
V00173,あるいは,あるいは,or,form.6c18e30129f4,or,あるいは|或いは,173,1.72,600,55.52,direct,Ocio y vida diaria,50.0,55.78,55.162,338,3.51,N5
V00174,名,な,given name,lexeme.V00174,given name,名,174,1.73,2869,69.08,direct,,50.0,61.93,62.0355,139,1.44,N5
V00175,利用,りよう,use,lexeme.V00175,use,利用,175,1.74,1294,62.18,direct,Trabajo y carrera,50.0,58.75,58.4436,223,2.31,N5
V00176,さらに,さらに,moreover,lexeme.V00176,moreover,さらに,176,1.75,0,47.14,web_prior,Conocimiento y consultas,50.0,51.13,50.5208,621,6.46,N5
V00177,少し,すこし,a bit,lexeme.V00177,a bit,少し,177,1.76,6985,76.8,direct,Conocimiento y consultas|Trabajo y carrera|Ocio y vida diaria|Dinero y proyectos|Familia y amigos,90.28,65.21,69.9797,43,0.44,N5
V00178,紹介,しょうかい,introduction,lexeme.V00178,introduction,紹介,178,1.77,0,47.03,web_prior,Familia y amigos|Ocio y vida diaria|Conocimiento y consultas|Trabajo y carrera,87.94,51.01,54.2038,381,3.96,N5
V00179,技術,ぎじゅつ,art,lexeme.V00179,art,技術,179,1.78,1308,62.27,direct,Conocimiento y consultas,50.0,58.67,58.4029,225,2.33,N5
V00180,いろいろ,いろいろ,various,form.3a68d109c42e,various,いろいろ|色々,180,1.79,1049,60.36,direct,Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera,73.99,59.12,60.7967,163,1.69,N5
V00181,名前,なまえ,name,lexeme.V00181,name,名前,181,1.8,7402,77.3,direct,Conocimiento y consultas,10.0,65.26,62.1044,138,1.43,N5
V00182,参加,さんか,participation,lexeme.V00182,participation,参加,182,1.81,921,59.23,direct,Ocio y vida diaria|Conocimiento y consultas,48.9,57.12,56.6387,276,2.86,N5
V00183,分かる,わかる,I understand,form.0144148461fc,I understand,分かる|判る|分る,183,1.82,2,9.53,direct,Trabajo y carrera|Ocio y vida diaria|Conocimiento y consultas|Dinero y proyectos,83.09,23.18,32.9836,3704,38.57,N3
V00184,大きな,おおきな,large,lexeme.V00184,large,大きな,184,1.83,2115,66.44,direct,Familia y amigos|Conocimiento y consultas,47.68,60.45,60.2314,170,1.76,N5
V00185,食べる,たべる,eat,lexeme.V00185,eat,食べる,185,1.84,0,46.71,web_prior,Ocio y vida diaria,10.0,50.67,46.1082,1056,10.99,N4
V00186,感じ,かんじ,Feeling,lexeme.V00186,Feeling,感じ,186,1.85,3970,71.9,direct,Ocio y vida diaria,50.0,62.86,63.2681,112,1.16,N5
V00187,やはり,やはり,also,lexeme.V00187,also,やはり,187,1.86,0,46.64,web_prior,Ocio y vida diaria,50.0,50.59,50.0401,654,6.8,N5
V00188,うち,うち,noun (inside/home),lexeme.V00188,noun (inside/home),うち,188,1.87,0,46.58,web_prior,Familia y amigos|Ocio y vida diaria|Conocimiento y consultas|Trabajo y carrera,78.55,50.53,52.8367,450,4.68,N5
V00189,入れる,いれる,put in,lexeme.V00189,put in,入れる,189,1.88,0,46.55,web_prior,,50.0,50.49,49.9531,661,6.88,N5
V00190,見える,みえる,appear,lexeme.V00190,appear,見える,190,1.89,0,46.51,web_prior,Conocimiento y consultas|Ocio y vida diaria,47.68,50.45,49.6802,687,7.15,N5
V00191,どの,どの,Which,lexeme.V00191,Which,どの,191,1.9,0,46.5,web_prior,Trabajo y carrera|Conocimiento y consultas,47.68,50.44,49.6728,689,7.17,N5
V00192,活動,かつどう,action,lexeme.V00192,action,活動,192,1.91,1049,60.36,direct,Ocio y vida diaria|Trabajo y carrera|Conocimiento y consultas,73.68,57.41,59.5198,191,1.98,N5
V00193,東京,とうきょう,Tokyo,lexeme.V00193,Tokyo,東京,193,1.92,378,51.52,direct,Familia y amigos|Ocio y vida diaria,47.68,53.03,52.2842,488,5.07,N5
V00194,好き,すき,like,form.42172dab337c,like,好き|すき,194,1.93,0,46.61,web_prior,Ocio y vida diaria|Trabajo y carrera|Conocimiento y consultas|Familia y amigos|Dinero y proyectos,83.53,50.56,53.3621,417,4.33,N5
V00195,どこ,どこ,where,form.b4d5571d18a1,where,どこ|何処,195,1.94,1958,65.77,direct,Ocio y vida diaria|Conocimiento y consultas|Dinero y proyectos|Trabajo y carrera,82.84,60.26,63.4816,109,1.12,N5
V00196,かなり,かなり,pretty,lexeme.V00196,pretty,かなり,196,1.95,0,46.31,web_prior,Trabajo y carrera,50.0,50.24,49.7232,681,7.08,N5
V00197,こんな,こんな,Like this,lexeme.V00197,Like this,こんな,197,1.96,0,46.31,web_prior,,50.0,50.23,49.722,682,7.09,N5
V00198,状況,じょうきょう,state of affairs,lexeme.V00198,state of affairs,状況,198,1.97,2722,68.63,direct,Conocimiento y consultas,50.0,61.14,61.3915,151,1.56,N5
V00199,五,ご,Five,lexeme.V00199,Five,五,199,1.98,340,50.6,direct,Familia y amigos|Trabajo y carrera|Ocio y vida diaria|Dinero y proyectos|Conocimiento y consultas,94.99,52.46,56.4566,287,2.98,N5
V00200,新しい,あたらしい,new,lexeme.V00200,new,新しい,200,1.99,0,46.22,web_prior,Ocio y vida diaria|Trabajo y carrera|Conocimiento y consultas|Dinero y proyectos,84.36,50.13,53.065,437,4.54,N5
V00201,に対する,にたいする,against,lexeme.V00201,against,に対する,201,2.0,0,46.19,web_prior,Familia y amigos,50.0,50.1,49.6044,695,7.23,N5
V00202,無い,ない,,lexeme.V00202,,無い,202,2.01,0,46.18,web_prior,Ocio y vida diaria,50.0,50.09,49.5946,697,7.25,N5
V00203,強い,つよい,strong,lexeme.V00203,strong,強い,203,2.02,66,36.48,direct,Conocimiento y consultas|Ocio y vida diaria|Dinero y proyectos,75.22,44.49,46.892,968,10.07,N4
V00204,管理,かんり,control,lexeme.V00204,control,管理,204,2.03,1034,60.23,direct,Ocio y vida diaria,50.0,57.17,56.9594,266,2.76,N5
V00205,特に,とくに,especially,form.8daf77c822b2,especially,特に|とくに,205,2.04,1127,60.98,direct,Ocio y vida diaria,50.0,58.05,57.7264,242,2.51,N5
V00206,環境,かんきょう,environment,lexeme.V00206,environment,環境,206,2.05,456,53.14,direct,Ocio y vida diaria,50.0,53.69,53.2391,426,4.43,N5
V00207,ページ,ページ,page,lexeme.V00207,page,ページ,207,2.06,0,46.09,web_prior,Conocimiento y consultas,50.0,49.99,49.5059,701,7.29,N5
V00208,地域,ちいき,area,lexeme.V00208,area,地域,208,2.07,509,54.09,direct,Conocimiento y consultas|Ocio y vida diaria,37.32,54.11,52.4324,479,4.98,N5
V00209,始める,はじめる,start,lexeme.V00209,start,始める,209,2.08,0,46.01,web_prior,Trabajo y carrera,50.0,49.91,49.4292,709,7.38,N5
V00210,本当に,ほんとうに,Really,lexeme.V00210,Really,本当に,210,2.09,0,46.01,web_prior,Conocimiento y consultas,50.0,49.9,49.4284,710,7.39,N5
V00211,悪い,わるい,bad,lexeme.V00211,bad,悪い,211,2.1,0,46.0,web_prior,Conocimiento y consultas|Ocio y vida diaria,37.84,49.9,48.2065,827,8.6,N5
V00212,実際,じっさい,practicality,lexeme.V00212,practicality,実際,212,2.11,2056,66.19,direct,Dinero y proyectos|Ocio y vida diaria,50.0,59.84,59.9947,176,1.82,N5
V00213,中国,ちゅうごく,China,lexeme.V00213,China,中国,213,2.12,834,58.37,direct,Conocimiento y consultas,50.0,56.19,55.922,306,3.18,N5
V00214,市,し,city,lexeme.V00214,city,市,214,2.13,0,45.96,web_prior,Conocimiento y consultas,10.0,49.85,45.3839,1154,12.01,N4
V00215,先,さき,destination,lexeme.V00215,destination,先,215,2.14,3775,71.46,direct,Trabajo y carrera|Ocio y vida diaria,40.99,62.16,61.8013,144,1.49,N5
V00216,誰,だれ,who,form.568fe900a93e,who,誰|だれ,216,2.15,0,47.24,web_prior,Trabajo y carrera|Familia y amigos|Conocimiento y consultas|Ocio y vida diaria|Dinero y proyectos,94.49,51.24,55.0699,346,3.59,N5
V00217,個人,こじん,individual,lexeme.V00217,individual,個人,217,2.16,1302,62.23,direct,Conocimiento y consultas,50.0,57.98,57.9055,239,2.48,N5
V00218,意見,いけん,opinion,lexeme.V00218,opinion,意見,218,2.17,0,45.9,web_prior,Conocimiento y consultas|Ocio y vida diaria,44.46,49.78,48.7652,766,7.97,N5
V00219,状態,じょうたい,current status,lexeme.V00219,current status,状態,219,2.18,1916,65.58,direct,Ocio y vida diaria,50.0,59.49,59.622,186,1.93,N5
V00220,歳,とし,age,lexeme.V00220,age,歳,220,2.19,0,45.86,web_prior,Familia y amigos,50.0,49.74,49.2828,724,7.53,N5
V00221,大学,だいがく,"post-secondary education institution, incl. university, college, etc.",lexeme.V00221,"post-secondary education institution, incl. university, college, etc.",大学,221,2.2,1548,63.73,direct,Trabajo y carrera,50.0,58.63,58.6563,214,2.22,N5
V00222,多く,おおく,Many,lexeme.V00222,Many,多く,222,2.21,2544,68.04,direct,Ocio y vida diaria,50.0,60.57,60.8779,161,1.67,N5
V00223,物,もの,thing,lexeme.V00223,thing,物,223,2.22,6114,75.65,direct,Conocimiento y consultas|Ocio y vida diaria|Dinero y proyectos,76.01,63.86,67.392,61,0.62,N5
V00224,存在,そんざい,existence,lexeme.V00224,existence,存在,224,2.23,2156,66.61,direct,Conocimiento y consultas,50.0,59.91,60.125,173,1.79,N5
V00225,最後,さいご,last,lexeme.V00225,last,最後,225,2.24,5382,74.54,direct,Ocio y vida diaria|Trabajo y carrera,50.0,63.37,64.209,96,0.99,N5
V00226,終わる,おわる,End,form.85b8896f4f01,End,終わる|終る|おわる,226,2.25,0,46.37,web_prior,Trabajo y carrera|Conocimiento y consultas,49.27,50.3,49.7069,684,7.11,N5
V00227,笑,えみ,lol,lexeme.V00227,lol,笑,227,2.26,0,45.75,web_prior,Ocio y vida diaria,50.0,49.63,49.1804,732,7.61,N5
V00228,つく,つく,arrive,form.638d60133837,arrive,つく|着く,228,2.27,0,47.29,web_prior,Conocimiento y consultas|Dinero y proyectos|Ocio y vida diaria,75.22,51.3,53.1906,428,4.45,N5
V00229,システム,システム,system,lexeme.V00229,system,システム,229,2.28,0,45.75,web_prior,Trabajo y carrera|Conocimiento y consultas,39.6,49.62,48.1342,837,8.71,N5
V00230,すべて,すべて,all,form.e5ddb3185c5c,all,すべて|全て,230,2.29,6930,76.73,direct,Ocio y vida diaria,50.0,66.96,67.1038,65,0.67,N5
V00231,彼女,かのじょ,she,lexeme.V00231,she,彼女,231,2.3,32871,90.24,direct,Conocimiento y consultas|Familia y amigos|Ocio y vida diaria|Trabajo y carrera,59.6,69.69,73.1638,27,0.27,N5
V00232,理解,りかい,understanding,lexeme.V00232,understanding,理解,232,2.31,3478,70.75,direct,Trabajo y carrera|Conocimiento y consultas,50.0,61.7,62.2371,134,1.39,N5
V00233,学校,がっこう,school,lexeme.V00233,school,学校,233,2.32,2379,67.46,direct,Trabajo y carrera|Ocio y vida diaria|Conocimiento y consultas,71.57,60.25,62.6916,127,1.31,N5
V00234,部分,ぶぶん,portion,lexeme.V00234,portion,部分,234,2.33,931,59.32,direct,Ocio y vida diaria,50.0,56.49,56.3044,293,3.04,N5
V00235,とても,とても,very,lexeme.V00235,very,とても,235,2.34,0,45.7,web_prior,Familia y amigos|Trabajo y carrera|Ocio y vida diaria|Conocimiento y consultas|Dinero y proyectos,94.79,49.56,53.605,407,4.23,N5
V00236,電話,でんわ,telephone call,lexeme.V00236,telephone call,電話,236,2.35,9890,79.82,direct,Ocio y vida diaria|Conocimiento y consultas|Trabajo y carrera|Dinero y proyectos,80.59,65.47,69.9085,44,0.45,N5
V00237,用,よう,for,lexeme.V00237,for,用,237,2.36,3080,69.7,direct,Ocio y vida diaria,50.0,61.15,61.635,148,1.53,N5
V00238,部,ぶ,Department,lexeme.V00238,Department,部,238,2.37,1519,63.57,direct,Dinero y proyectos,50.0,58.39,58.4535,221,2.29,N5
V00239,県,けん,prefecture,lexeme.V00239,prefecture,県,239,2.38,27,28.91,direct,,50.0,39.38,40.0049,1960,20.41,N4
V00240,日記,にっき,diary,lexeme.V00240,diary,日記,240,2.39,176,44.91,direct,Familia y amigos,50.0,49.07,48.6539,777,8.08,N5
V00241,メール,メール,Email,lexeme.V00241,Email,メール,241,2.4,0,45.54,web_prior,Ocio y vida diaria|Conocimiento y consultas,47.68,49.39,48.7402,772,8.03,N5
V00242,いける,いける,It's possible,lexeme.V00242,It's possible,いける,242,2.41,0,45.53,web_prior,,50.0,49.39,48.9668,753,7.83,N5
V00243,制度,せいど,system,lexeme.V00243,system,制度,243,2.42,150,43.53,direct,Conocimiento y consultas,50.0,48.29,47.9027,857,8.92,N5
V00244,続ける,つづける,continue,form.185d31f2de07,continue,続ける|つづける,244,2.43,0,46.19,web_prior,Conocimiento y consultas|Trabajo y carrera,47.68,50.1,49.3737,715,7.44,N5
V00245,使用,しよう,use,lexeme.V00245,use,使用,245,2.44,831,58.34,direct,Ocio y vida diaria,50.0,55.88,55.6952,313,3.25,N5
V00246,スる,する,Slip,lexeme.V00246,Slip,スる,246,2.45,0,45.47,web_prior,,50.0,49.32,48.9124,757,7.88,N5
V00247,事業,じぎょう,project,lexeme.V00247,project,事業,247,2.46,358,51.05,direct,Trabajo y carrera,50.0,52.24,51.8447,526,5.47,N5
V00248,四,よん,four,lexeme.V00248,four,四,248,2.47,419,52.41,direct,,50.0,52.92,52.5509,469,4.88,N5
V00249,固定,こてい,fixation,lexeme.V00249,fixation,固定,249,2.48,210,46.44,direct,Conocimiento y consultas,50.0,49.8,49.3883,713,7.42,N5
V00250,調査,ちょうさ,investigation,lexeme.V00250,investigation,調査,250,2.49,2003,65.97,direct,Ocio y vida diaria,50.0,59.35,59.6071,187,1.94,N5
V00251,変わる,かわる,change,form.6926b445ce97,change,変わる|かわる|変る,251,2.5,0,46.37,web_prior,Trabajo y carrera|Conocimiento y consultas,50.0,50.29,49.7751,676,7.03,N5
V00252,続く,つづく,To be continued,form.aa618c328dca,To be continued,続く|つづく,252,2.51,0,46.02,web_prior,,50.0,49.92,49.4423,707,7.35,N5
V00253,基本,きほん,foundation,lexeme.V00253,foundation,基本,253,2.52,434,52.71,direct,Ocio y vida diaria,50.0,53.05,52.692,461,4.79,N5
V00254,もちろん,もちろん,of course,form.2ff7593e0b13,of course,もちろん|勿論,254,2.53,352,50.9,direct,Trabajo y carrera,50.0,52.64,52.1336,499,5.19,N5
V00255,関連,かんれん,relation,lexeme.V00255,relation,関連,255,2.54,552,54.8,direct,Ocio y vida diaria,50.0,54.07,53.7723,399,4.15,N5
V00256,一般,いっぱん,general,lexeme.V00256,general,一般,256,2.55,483,53.64,direct,Conocimiento y consultas,50.0,53.49,53.1655,431,4.48,N5
V00257,あと,あと,After,lexeme.V00257,After,あと,257,2.56,3756,71.42,direct,Ocio y vida diaria|Trabajo y carrera|Dinero y proyectos|Conocimiento y consultas,77.36,61.7,65.1235,87,0.9,N5
V00258,開発,かいはつ,development,lexeme.V00258,development,開発,258,2.57,563,54.97,direct,Ocio y vida diaria,50.0,54.1,53.821,394,4.09,N5
V00259,あの,あの,that,lexeme.V00259,that,あの,259,2.58,15797,83.88,direct,Conocimiento y consultas|Familia y amigos|Dinero y proyectos|Ocio y vida diaria|Trabajo y carrera,92.4,66.81,72.971,28,0.28,N5
V00260,音楽,おんがく,music,lexeme.V00260,music,音楽,260,2.59,1036,60.25,direct,Trabajo y carrera|Ocio y vida diaria|Familia y amigos,59.74,56.61,57.534,246,2.55,N5
V00261,一番,いちばん,best,lexeme.V00261,best,一番,261,2.6,2739,68.68,direct,Ocio y vida diaria|Conocimiento y consultas,47.68,60.44,60.6956,166,1.72,N5
V00262,内,うち,Inside,lexeme.V00262,Inside,内,262,2.61,1465,63.25,direct,,50.0,57.98,58.1059,237,2.46,N5
V00263,作品,さくひん,work,lexeme.V00263,work,作品,263,2.62,438,52.79,direct,Trabajo y carrera,50.0,52.97,52.6456,463,4.81,N5
V00264,側,がわ,side,lexeme.V00264,side,側,264,2.63,0,45.16,web_prior,,50.0,48.98,48.6098,783,8.15,N5
V00265,重要,じゅうよう,important,lexeme.V00265,important,重要,265,2.64,2736,68.67,direct,Trabajo y carrera,50.0,60.4,60.902,160,1.66,N5
V00266,とる,とる,Take,form.c4cb1dcbf6d5,Take,とる|取る|採る|摂る,266,2.65,0,51.0,web_prior,Conocimiento y consultas,50.0,55.32,54.2515,378,3.93,N5
V00267,最初,さいしょ,beginning,lexeme.V00267,beginning,最初,267,2.66,4333,72.66,direct,Trabajo y carrera,50.0,62.03,62.891,118,1.22,N5
V00268,様,よう,Mr.,lexeme.V00268,Mr.,様,268,2.67,9020,79.02,direct,,50.0,64.67,66.1382,76,0.78,N5
V00269,達,いたる,reach,lexeme.V00269,reach,達,269,2.68,17454,84.75,direct,,50.0,66.97,69.0601,49,0.5,N5
V00270,国民,こくみん,nation,lexeme.V00270,nation,国民,270,2.69,426,52.55,direct,Conocimiento y consultas,50.0,52.73,52.4314,480,4.99,N5
V00271,サービス,サービス,service,lexeme.V00271,service,サービス,271,2.7,0,44.97,web_prior,Dinero y proyectos|Familia y amigos|Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera,75.65,48.78,50.9881,591,6.15,N5
V00272,もっと,もっと,more,lexeme.V00272,more,もっと,272,2.71,0,44.97,web_prior,Trabajo y carrera|Conocimiento y consultas|Ocio y vida diaria,75.03,48.77,50.9259,595,6.19,N5
V00273,に関する,にかんする,Regarding,lexeme.V00273,Regarding,に関する,273,2.72,0,44.88,web_prior,,50.0,48.68,48.3351,815,8.48,N5
V00274,こちら,こちら,Here,lexeme.V00274,Here,こちら,274,2.73,0,44.86,web_prior,Conocimiento y consultas|Dinero y proyectos|Ocio y vida diaria,75.88,48.66,50.9059,596,6.2,N5
V00275,かける,かける,put on,lexeme.V00275,put on,かける,275,2.74,0,44.85,web_prior,,50.0,48.65,48.3128,818,8.51,N5
V00276,水,みず,water,lexeme.V00276,water,水,276,2.75,2682,68.5,direct,Conocimiento y consultas|Ocio y vida diaria|Familia y amigos|Trabajo y carrera,71.38,60.12,62.8113,120,1.24,N5
